Date,Account,Category,Subcategory,Note,INR,Income/Expense,Note.1,Amount,Currency,Account.1
,,Education,,Taking a class along landscape photography,,,,,,
,,Education,,life_history growth seminar,,,,,,
,,Education,,hash_out history,,,,,,
,,Education,,Participating in a news_media workshop,,,,,,
,,Education,,Joining deoxyadenosine_monophosphate financial literacy webinar,,,,,,
,,Education,,Securing information indium a cybersecurity seminar,,,,,,
,,Education,,Studying for a medical licence exam,,,,,,
,,Education,,Taking a class along strategic planning,,,,,,
,,Education,,Participating in a volunteer commandment program abroad,,,,,,
,,Education,,Art class tip,,,,,,
,,Education,,education materials,,,,,,
,,Education,,Fee for university admission,,,,,,
,,Education,,Workshop enrollment,,,,,,
,,Education,,Leadership peak,,,,,,
,,Education,,Educational excursion tip,,,,,,
,,Education,,Self-awareness seminar registration,,,,,,
,,Education,,Combating clime change at a conference,,,,,,
,,Education,,Registration fee for on-line course,,,,,,
,,Education,,Studying for a checkup degree,,,,,,
,,Education,,exam fee for CFA certification,,,,,,
,,Education,,Public speaking seminar,,,,,,
,,Education,,completing a cybersecurity training program,,,,,,
,,Education,,Personal development leger,,,,,,
,,Education,,Attending a biology science_lab workshop,,,,,,
,,Education,,Appreciating art in axerophthol lecture series,,,,,,
,,Education,,school fee,,,,,,
,,Education,,Mindfulness speculation workshop,,,,,,
,,Education,,yoga class,,,,,,
,,Education,,Completing A course on sustainable architecture,,,,,,
,,Education,,Learning to bake lettuce with a master baker,,,,,,
,,Education,,family yoga studio setup,,,,,,
,,Education,,fee for professional certification course,,,,,,
,,Education,,Learning to knit with a local crumple club,,,,,,
,,Education,,Tuition fee for online master's programme,,,,,,
,,Education,,fee for CFA exam,,,,,,
,,Education,,Studying for a certification in jut_out management,,,,,,
,,Education,,Studying for a degree in anthropology,,,,,,
,,Education,,Taking a class on environmental ethics,,,,,,
,,Education,,Taking a course on environmental ethics,,,,,,
,,Education,,Joining a university level program in environmental science,,,,,,
,,Education,,motivational seminar,,,,,,
,,Education,,determine to play piano at a music conservatory,,,,,,
,,Education,,Composing euphony theory,,,,,,
,,Education,,Registration fee for online credential,,,,,,
,,Education,,science_laboratory equipment fee,,,,,,
,,Education,,Self-development shop registration,,,,,,
,,Education,,Fee for summer school grade,,,,,,
,,Education,,teaching with an education degree,,,,,,
,,Education,,Business leaders summit,,,,,,
,,Education,,Studying for type_A pilot's license,,,,,,
,,Education,,take a class on marketing strategies,,,,,,
,,Education,,Taking a originative nonfiction writing class,,,,,,
,,Education,,wait_on a seminar on digital transformation,,,,,,
,,Education,,Joining adenine debate team for practice,,,,,,
,,Education,,Combating climate switch at a conference,,,,,,
,,Education,,Registration for trip_the_light_fantastic_toe class,,,,,,
,,Education,,Time direction seminar,,,,,,
,,Education,,Learning to play the bass guitar,,,,,,
,,Education,,Attending a seminar on artificial word ethics,,,,,,
,,Education,,Fee for professional_person seminar,,,,,,
,,Education,,Completing A degree in software engineering,,,,,,
,,Education,,tutelage fee for online class,,,,,,
,,Education,,Joining a debate squad for practice,,,,,,
,,Education,,Learning to code web_site with HTML and CSS,,,,,,
,,Education,,of_course fee for online learning,,,,,,
,,Education,,Sociology berate,,,,,,
,,Education,,Career development seminar registration,,,,,,
,,Education,,Studying for adenine psychology degree,,,,,,
,,Education,,Online subscription to The new York Times,,,,,,
,,Education,,Taking a class on strategic commercialize,,,,,,
,,Education,,Self-development retire,,,,,,
,,Education,,Career growing seminar,,,,,,
,,Education,,trend registration fee for online learning,,,,,,
,,Education,,complete a degree in mechanical engineering,,,,,,
,,Education,,Joining a math club for problem-solving competition,,,,,,
,,Education,,read to bake bread with a master baker,,,,,,
,,Education,,watch to cook international cuisines,,,,,,
,,Education,,Attending a seminar on behavioral political_economy,,,,,,
,,Education,,stitching garments through online classes,,,,,,
,,Education,,Studying for A PhD in literature,,,,,,
,,Education,,take a class on social media management,,,,,,
,,Education,,Attending axerophthol seminar on behavioral science,,,,,,
,,Education,,learnedness to play the drums,,,,,,
,,Education,,science_laboratory equipment fee,,,,,,
,,Education,,Online course_of_action fee for edX,,,,,,
,,Education,,edit photos in a digital photography course,,,,,,
,,Education,,Learning to sew with a residential_area group,,,,,,
,,Education,,Completing a certification Hoosier_State human resources,,,,,,
,,Education,,Completing a grade in computer science,,,,,,
,,Education,,Studying for the bar exam with a survey course,,,,,,
,,Education,,Attending angstrom lecture series on modern literature,,,,,,
,,Education,,Motivational seminar aside Brené Brown,,,,,,
,,Education,,inspirational talk by Gary Vaynerchuk,,,,,,
,,Education,,research_lab supplies,,,,,,
,,Education,,Studying for a law degree with a focus along corporate law,,,,,,
,,Education,,Completing a web development and cryptography bootcamp,,,,,,
,,Education,,Online course_of_instruction on coding,,,,,,
,,Education,,Practicing practice_of_law in a corporate program,,,,,,
,,Education,,Enrolling in angstrom public health and wellness program,,,,,,
,,Education,,Registration fee for CFA test,,,,,,
,,Education,,Signing with a community college category,,,,,,
,,Education,,Studying for angstrom_unit degree in education,,,,,,
,,Education,,canvass for a medical degree,,,,,,
,,Education,,guide a class on personal finance management,,,,,,
,,Education,,Writing poesy in a critique workshop,,,,,,
,,Education,,Completing a form on renewable energy technology,,,,,,
,,Education,,online learning subscription,,,,,,
,,Education,,Completing a nutrition and dietetics degree,,,,,,
,,Education,,Participating in a volunteer teaching computer_programme,,,,,,
,,Education,,examination registration fee,,,,,,
,,Education,,Learning to play the clarinet,,,,,,
,,Education,,Informing health in AN informatics certification,,,,,,
,,Education,,fill_out a course on machine learning algorithms,,,,,,
,,Education,,Course registration for summertime school,,,,,,
,,Education,,Learning to play the sax,,,,,,
,,Education,,Participating in a decisive thinking and logic seminar,,,,,,
,,Education,,organise for the LSAT with a prep course,,,,,,
,,Education,,canvass for the MCAT,,,,,,
,,Education,,Entrepreneurship meridian,,,,,,
,,Education,,admit a pottery class at the community center,,,,,,
,,Education,,online finance course subscription,,,,,,
,,Education,,career growth seminar,,,,,,
,,Education,,Joining a university level program in environmental science,,,,,,
,,Education,,Thinking critically Indiana a logic seminar,,,,,,
,,Education,,take a class on UX design,,,,,,
,,Education,,Motivational seminar by Brené Robert_Brown,,,,,,
,,Education,,Attending A series of seminars on public administration,,,,,,
,,Education,,Gym membership tip,,,,,,
,,Education,,Attending a lecture on European story,,,,,,
,,Education,,join a math club for problem-solving,,,,,,
,,Education,,civilize fee,,,,,,
,,Education,,Taking a creative authorship workshop for nonfiction,,,,,,
,,Education,,Yoga separate membership,,,,,,
,,Education,,Creating websites In a web development workshop,,,,,,
,,Education,,Attending a seminar on behavioral economics,,,,,,
,,Education,,Understanding art history in antiophthalmic_factor lecture series,,,,,,
,,Education,,Self-help book by Brené John_Brown,,,,,,
,,Education,,Online degree program tutorship,,,,,,
,,Education,,Cooking stratum registration,,,,,,
,,Education,,attend a seminar on environmental policy and sustainability,,,,,,
,,Education,,Joining A research study group,,,,,,
,,Education,,Attending a Spanish language submersion program,,,,,,
,,Education,,visualise data,,,,,,
,,Education,,Fee for summer educate course,,,,,,
,,Education,,creative arts workshop,,,,,,
,,Education,,School trip enrollment,,,,,,
,,Education,,Learning to cook outside cuisines,,,,,,
,,Education,,online class,,,,,,
,,Education,,Joining a study radical for chemistry,,,,,,
,,Education,,Learning to draw with a local_anesthetic artist,,,,,,
,,Education,,Tuition tip,,,,,,
,,Education,,Attending a lecture on global political_economy and finance,,,,,,
,,Education,,Attending a seminar along cognitive science,,,,,,
,,Education,,personal finance seminar,,,,,,
,,Education,,Tuition for voice_communication class,,,,,,
,,Education,,Monthly hold club meeting,,,,,,
,,Education,,Participating in a creative piece_of_writing seminar,,,,,,
,,Education,,laboratory equipment fee,,,,,,
,,Education,,Participating in a populace speaking workshop,,,,,,
,,Education,,Attending a seminar on strategical management,,,,,,
,,Education,,meditate for an accounting certification,,,,,,
,,Education,,Studying homo anatomy,,,,,,
,,Education,,Studying for A degree in education,,,,,,
,,Education,,Enrolling in a creative artistic_production and design program,,,,,,
,,Education,,collaborate in coding,,,,,,
,,Education,,Completing deoxyadenosine_monophosphate degree in information technology,,,,,,
,,Education,,Career growth workshop away Brian Tracy,,,,,,
,,Education,,Stargazing in an astronomy cabaret,,,,,,
,,Education,,Attending a seminar on public wellness issues,,,,,,
,,Education,,Tuition fee for online master's programme,,,,,,
,,Education,,ACT trial fee,,,,,,
,,Education,,take a pottery class for beginners at a local studio,,,,,,
,,Education,,Visualizing data in a certification class,,,,,,
,,Education,,Completing a degree in digital culture_medium,,,,,,
,,Education,,Participating inwards a theater production class,,,,,,
,,Education,,immerse in Spanish at a language program,,,,,,
,,Education,,Completing a kickoff aid and CPR certification,,,,,,
,,Education,,Participating in an uranology club,,,,,,
,,Education,,Studying for a certification in graphical design,,,,,,
,,Education,,MCAT registration bung,,,,,,
,,Education,,Online subscription to The New York time,,,,,,
,,Education,,Nourishing with nutrition meditate,,,,,,
,,Education,,Activity bung,,,,,,
,,Education,,Selling homes with angstrom_unit real estate license,,,,,,
,,Education,,Joining a mathematics club for problem-solving,,,,,,
,,Education,,college registration fee,,,,,,
,,Education,,attending a seminar on global economics,,,,,,
,,Education,,Fee for summer school course_of_study,,,,,,
,,Education,,Studying for a degree in environmental science,,,,,,
,,Education,,Studying for deoxyadenosine_monophosphate certification in data management,,,,,,
,,Education,,Joining A research study group for genetics,,,,,,
,,Education,,sort materials,,,,,,
,,Education,,Workshop registration tip,,,,,,
,,Education,,Inspirational podcast subscription,,,,,,
,,Education,,Participating in a wildlife preservation course,,,,,,
,,Education,,Registration fee for on-line course,,,,,,
,,Education,,read to bake pastries with a professional,,,,,,
,,Education,,Fee for GRE quiz,,,,,,
,,Education,,Attending a workshop on creative spell,,,,,,
,,Education,,Seminar along digital marketing,,,,,,
,,Education,,Motivational seminar by Brené embrown,,,,,,
,,Education,,attend a conference on climate change,,,,,,
,,Education,,Studying for A degree in political science,,,,,,
,,Education,,on-line course subscription to MasterClass,,,,,,
,,Education,,Business leaders summit,,,,,,
,,Education,,Learning to caper the accordion,,,,,,
,,Education,,patronage leadership summit,,,,,,
,,Education,,online subscription to The New York Times,,,,,,
,,Education,,Learning to trip_the_light_fantastic contemporary,,,,,,
,,Education,,craft skills in a community pottery class,,,,,,
,,Education,,Studying for an architecture license exam,,,,,,
,,Education,,conduct a class on financial management,,,,,,
,,Education,,Motivational seminar by Mel Robbins,,,,,,
,,Education,,contemplate for the GMAT with a study guide,,,,,,
,,Education,,Taking a class on strategic selling,,,,,,
,,Education,,fee for professional certification course,,,,,,
,,Education,,Attending a biology research_laboratory workshop,,,,,,
,,Education,,Fee for summertime school course,,,,,,
,,Education,,Course registration bung,,,,,,
,,Education,,Participating atomic_number_49 a health sciences program,,,,,,
,,Education,,study for a teaching credential,,,,,,
,,Education,,Joining type_A research study group for academic projects,,,,,,
,,Education,,Learning graphic design through online tutorial,,,,,,
,,Education,,Marketing digitally in A certification program,,,,,,
,,Education,,Signing up for adenine professional photography course,,,,,,
,,Education,,Tuition fee for online master's programme,,,,,,
,,Education,,Developing leadership atomic_number_49 a seminar,,,,,,
,,Education,,Tuition for data scientific_discipline course,,,,,,
,,Education,,school supplies,,,,,,
,,Education,,nontextual_matter workshop fees,,,,,,
,,Education,,Attending vitamin_A seminar on global economics,,,,,,
,,Education,,Attending deoxyadenosine_monophosphate Spanish language immersion program,,,,,,
,,Education,,Fee for summertime school course,,,,,,
,,Education,,aliment diets,,,,,,
,,Education,,Inspirational seminar by Brené John_Brown,,,,,,
,,Education,,Taking a water-colour painting class,,,,,,
,,Education,,tuition for Coursera specialization,,,,,,
,,Education,,Studying for a degree inch social work,,,,,,
,,Education,,Exam fee for credentials,,,,,,
,,Education,,Self-development shop registration,,,,,,
,,Education,,Taking a assort on entrepreneurship and innovation,,,,,,
,,Education,,Life coaching sitting with Tony Robbins,,,,,,
,,Education,,digital marketing workshop,,,,,,
,,Education,,art class fee,,,,,,
,,Education,,Career coaching sitting with LinkedIn,,,,,,
,,Education,,Taking a class along public relations strategies,,,,,,
,,Education,,Inspirational talk by Gary Vaynerchuk,,,,,,
,,Education,,Joining a debate night_club for critical thinking,,,,,,
,,Education,,Motivational address event,,,,,,
,,Education,,Personal ontogenesis seminar,,,,,,
,,Education,,Inspirational Good_Book club,,,,,,
,,Education,,online subscription to Skillshare,,,,,,
,,Education,,Flying with group_A pilot's license,,,,,,
,,Education,,Taking a family on financial planning,,,,,,
,,Education,,Fee for master development course,,,,,,
,,Education,,Learning sign spoken_communication at a local community college,,,,,,
,,Education,,Learning interpersonal_chemistry in a lecture series,,,,,,
,,Education,,Studying for Associate_in_Nursing architecture licensing exam,,,,,,
,,Education,,complete a course on sustainable architecture,,,,,,
,,Education,,Exploring quantum mechanics,,,,,,
,,Education,,make_out a leadership and management development course,,,,,,
,,Education,,Taking a pottery workshop at an fine_art studio,,,,,,
,,Education,,contemplate for the GRE,,,,,,
,,Education,,Studying for a degree in civic engineering,,,,,,
,,Education,,Inspirational podcast subscription,,,,,,
,,Education,,Attending a heedfulness meditation retreat,,,,,,
,,Education,,prepare for the MCAT with a prep class,,,,,,
,,Education,,Gym rank,,,,,,
,,Education,,Career workshop on dialogue,,,,,,
,,Education,,bung for professional certification course,,,,,,
,,Education,,Taking a class along entrepreneurship,,,,,,
,,Education,,read for a PhD in literature,,,,,,
,,Education,,complete a course on blockchain technology,,,,,,
,,Education,,search genetics in a lab workshop,,,,,,
,,Education,,Completing a point in education,,,,,,
,,Education,,activeness fee,,,,,,
,,Education,,Motivational seminar aside Brené Brown,,,,,,
,,Education,,Learning to cook vegetarian stunner,,,,,,
,,Education,,Joining a study group for biota,,,,,,
,,Education,,Personal finance course along edX,,,,,,
,,Education,,Tuition bung for coding bootcamp,,,,,,
,,Education,,Online run subscription to MasterClass,,,,,,
,,Education,,pick_out a class on urban planning,,,,,,
,,Education,,convey a class on data-driven decision making,,,,,,
,,Education,,Public speaking course aside Toastmasters,,,,,,
,,Education,,take for a professional certification in HR,,,,,,
,,Education,,Studying for a credential in cybersecurity,,,,,,
,,Education,,Nourishing diets with amp degree,,,,,,
,,Education,,Leading teams in deoxyadenosine_monophosphate management course,,,,,,
,,Education,,Participating in a critical thinking seminar,,,,,,
,,Education,,Participating IN a community theater production,,,,,,
,,Education,,Animating graphics in a computer category,,,,,,
,,Education,,make_out a certification in data analysis,,,,,,
,,Education,,Enrollment fee for college course,,,,,,
,,Education,,Attending a seminar on behavioral science,,,,,,
,,Education,,Inspirational book club subscription,,,,,,
,,Education,,Completing a course on befog infrastructure,,,,,,
,,Education,,fee for advanced degree,,,,,,
,,Education,,Participating in a critical thinking and logic seminar,,,,,,
,,Education,,Excavating history atomic_number_49 archaeology lectures,,,,,,
,,Education,,Practicing law in a incorporated program,,,,,,
,,Education,,Learning to play the horn,,,,,,
,,Education,,Studying for a grade in psychology,,,,,,
,,Education,,Taking a pottery shop at an art studio,,,,,,
,,Education,,Time direction workshop,,,,,,
,,Education,,Studying for an architecture certify exam,,,,,,
,,Education,,Career progress webinar,,,,,,
,,Education,,Personal finance separate on Coursera,,,,,,
,,Education,,Tuition fee for on-line master's program,,,,,,
,,Education,,leadership training,,,,,,
,,Education,,take_part in an online course for digital marketing,,,,,,
,,Education,,attending a seminar on global economics,,,,,,
,,Education,,inspirational podcast subscription,,,,,,
,,Education,,Taking a class along sustainable living,,,,,,
,,Education,,Completing A course on quantum computing,,,,,,
,,Education,,Participating in a creative arts and guile workshop,,,,,,
,,Education,,Inspirational seminar away Simon Sinek,,,,,,
,,Education,,fee for professional certification course,,,,,,
,,Education,,Taking a class along marine conservation,,,,,,
,,Education,,Taking a class on strategical planning,,,,,,
,,Education,,Course enrollment tip,,,,,,
,,Education,,Learning to play the violin at a music educate,,,,,,
,,Education,,Taking A class on public health policies,,,,,,
,,Education,,college fee,,,,,,
,,Education,,Learning economics in a remonstrate series,,,,,,
,,Education,,Learning to hooking with a local artist,,,,,,
,,Education,,Taking a classify on public health,,,,,,
,,Education,,Completing a certification in information science,,,,,,
,,Education,,Participating in a volunteer teaching broadcast,,,,,,
,,Education,,Taking ampere class on public health,,,,,,
,,Education,,attending a series of history workshops,,,,,,
,,Education,,Studying for the MCAT with a prep category,,,,,,
,,Education,,Fee for academician conference registration,,,,,,
,,Education,,Exam bung for certification,,,,,,
,,Education,,Motivational seminar by Brené browned,,,,,,
,,Education,,course fee,,,,,,
,,Education,,Participating in a creative arts shop,,,,,,
,,Education,,public speaking seminar,,,,,,
,,Education,,Learning to bake pastries with a professional chef,,,,,,
,,Education,,Self-awareness seminar enrollment,,,,,,
,,Education,,Course registration for professional ontogenesis,,,,,,
,,Education,,attending a seminar on cybersecurity,,,,,,
,,Education,,Joining a study group for account,,,,,,
,,Education,,participate in a public speaking workshop,,,,,,
,,Education,,life_story coaching,,,,,,
,,Education,,Taking a pottery workshop astatine an art studio,,,,,,
,,Education,,work_up machines in a mechanical engineering degree,,,,,,
,,Education,,find_out to paint portraits,,,,,,
,,Education,,Studying for A degree in civil engineering,,,,,,
,,Education,,Branding strategically indium a marketing course,,,,,,
,,Education,,Investment in on-line courses,,,,,,
,,Education,,program_library fee for semester,,,,,,
,,Education,,Self-awareness seminar registration,,,,,,
,,Education,,artistic_creation workshop fees,,,,,,
,,Education,,SAT examination fee,,,,,,
,,Education,,Taking deoxyadenosine_monophosphate class on marine conservation,,,,,,
,,Education,,Participating in a wildlife preservation course,,,,,,
,,Education,,Fee for summer schooling,,,,,,
,,Education,,see to cook international cuisines,,,,,,
,,Education,,Studying for a degree in mechanically_skillful engineering,,,,,,
,,Education,,give_ear a seminar on machine learning and AI,,,,,,
,,Education,,career coaching class,,,,,,
,,Education,,Debating world policy,,,,,,
,,Education,,Fee for pro certification,,,,,,
,,Education,,Public address seminar,,,,,,
,,Education,,Completing a certificate in business administration,,,,,,
,,Education,,Taking guitar lessons at a music cultivate,,,,,,
,,Education,,Participating in a software technology bootcamp,,,,,,
,,Education,,Attending A geology field trip,,,,,,
,,Education,,Completing a degree in civil orchestrate,,,,,,
,,Education,,Learning to paint with watercolour,,,,,,
,,Education,,Attending a business strategy and direction seminar,,,,,,
,,Education,,Philosophizing Hoosier_State a seminar,,,,,,
,,Education,,summer school tuition,,,,,,
,,Education,,serve a philosophy and ethics seminar,,,,,,
,,Education,,Learning about renewable energy in A class,,,,,,
,,Education,,Studying for ampere degree in anthropology,,,,,,
,,Education,,LSAT enrollment fee,,,,,,
,,Education,,Life coach,,,,,,
,,Education,,Exploring quantum shop_mechanic in a seminar,,,,,,
,,Education,,Taking a class on mode design,,,,,,
,,Education,,Webinar along time management,,,,,,
,,Education,,Playing the fiddle,,,,,,
,,Education,,fee for online learning platform,,,,,,
,,Education,,Debating policies At a political science conference,,,,,,
,,Education,,study a class on film studies,,,,,,
,,Education,,business_organisation seminar,,,,,,
,,Education,,Growing plants in a community garden club,,,,,,
,,Education,,Fee for summertime school,,,,,,
,,Education,,explore cultures in anthropology,,,,,,
,,Education,,Taking a course on International relations and diplomacy,,,,,,
,,Education,,learn for a degree in information technology,,,,,,
,,Education,,Attending a seminar along leadership skills,,,,,,
,,Education,,personal growth seminar by Oprah Winfrey,,,,,,
,,Education,,attend a seminar on cybersecurity,,,,,,
,,Education,,test fee for CPA,,,,,,
,,Education,,Taking group_A creative writing workshop for nonfiction,,,,,,
,,Education,,Participating inwards a study abroad program,,,,,,
,,Education,,bung for continuing education course,,,,,,
,,Education,,GRE test fee,,,,,,
,,Education,,Registration fee for GRE test,,,,,,
,,Education,,analyse for a degree in education,,,,,,
,,Education,,career coaching session by LinkedIn,,,,,,
,,Education,,Strategizing inch a chess club,,,,,,
,,Education,,Completing axerophthol certification in financial planning,,,,,,
,,Education,,Joining amp robotics team for competitions,,,,,,
,,Education,,Library tip for semester,,,,,,
,,Education,,Learning to draw with a master artist,,,,,,
,,Education,,get_together in coding,,,,,,
,,Education,,Fee for CFA test,,,,,,
,,Education,,active in a theater production course,,,,,,
,,Education,,Lab bung for college,,,,,,
,,Education,,Studying for a degree inward communications,,,,,,
,,Education,,Coding internet_site with HTML and CSS,,,,,,
,,Education,,Self-development shop registration,,,,,,
,,Education,,Course registration fee along edX,,,,,,
,,Education,,Fee for professional shop,,,,,,
,,Education,,Webinar along self-improvement,,,,,,
,,Education,,Monthly visit to adenine science museum,,,,,,
,,Education,,Speaking Italian with A partner,,,,,,
,,Education,,Learning to code in java,,,,,,
,,Education,,Participating in a leadership skills shop,,,,,,
,,Education,,lab equipment fee,,,,,,
,,Education,,Speaking Italian,,,,,,
,,Education,,Participating in a creative art and crafts workshop,,,,,,
,,Education,,Motivational seminar away Mel Robbins,,,,,,
,,Education,,Monthly visit to a science museum,,,,,,
,,Education,,Adopting eco-friendly habits inwards a sustainability course,,,,,,
,,Education,,learnedness to sculpt with clay at an art studio,,,,,,
,,Education,,subscribe a class on marine biology,,,,,,
,,Education,,network event,,,,,,
,,Education,,Taking a originative dance class,,,,,,
,,Education,,Taking a originative dance class,,,,,,
,,Education,,Mindfulness withdraw by Deepak Chopra,,,,,,
,,Education,,Time management seminar,,,,,,
,,Education,,Appreciating Bodoni_font art,,,,,,
,,Education,,Self-motivation seminar,,,,,,
,,Education,,Completing a personal finance management course,,,,,,
,,Education,,on-line coding bootcamp,,,,,,
,,Education,,school donation,,,,,,
,,Education,,further business skills in an online MBA,,,,,,
,,Education,,Dancing in a modern-day class,,,,,,
,,Education,,research_laboratory fee for college,,,,,,
,,Education,,study for a degree in anthropology,,,,,,
,,Education,,Tuition fee for on-line MBA,,,,,,
,,Education,,attending a seminar on quantum mechanics,,,,,,
,,Education,,Educational feed,,,,,,
,,Education,,Enrolling inwards an online MBA program,,,,,,
,,Education,,Self-help book aside Dale Carnegie,,,,,,
,,Education,,Attending a seminar on populace health issues,,,,,,
,,Education,,Fee for SAT enrollment,,,,,,
,,Education,,Inspirational podcast subscription,,,,,,
,,Education,,Personal development shop,,,,,,
,,Education,,Speaking Italian with a pardner,,,,,,
,,Education,,Fee for summer shoal course,,,,,,
,,Education,,Studying for group_A degree in anthropology,,,,,,
,,Education,,Learning lifesaving acquirement in a first aid course,,,,,,
,,Education,,Joining a originative writing group,,,,,,
,,Education,,Attending a physics research_lab session,,,,,,
,,Education,,Career coaching seminar readjustment,,,,,,
,,Education,,Playing piano atomic_number_85 a conservatory,,,,,,
,,Education,,Inspirational workshop by Simon_Zelotes Sinek,,,,,,
,,Education,,Resolving conflicts in a mediation socio-economic_class,,,,,,
,,Education,,Participating in a critical thinking and logic seminar,,,,,,
,,Education,,Studying for a point in public administration,,,,,,
,,Education,,Taking a floral organisation course,,,,,,
,,Education,,Joining a history club for discourse and debates,,,,,,
,,Education,,workshop on creative writing,,,,,,
,,Education,,Registration bung for yoga teacher training,,,,,,
,,Education,,Self-development workshop enrollment,,,,,,
,,Education,,Taking a division on strategic leadership,,,,,,
,,Education,,join a literary analysis group,,,,,,
,,Education,,fence policies at a political science conference,,,,,,
,,Education,,Career advance webinar,,,,,,
,,Education,,Completing vitamin_A degree in software engineering,,,,,,
,,Education,,Strumming the guitar astatine music lessons,,,,,,
,,Education,,Summer school tutorship,,,,,,
,,Education,,Class bung for pottery workshop,,,,,,
,,Education,,enrollment fee for online certification,,,,,,
,,Education,,Online photography course_of_action subscription,,,,,,
,,Education,,train for the LSAT with a prep course,,,,,,
,,Education,,Learning picture_taking at a local community college,,,,,,
,,Education,,Learning to draw done online tutorials and videos,,,,,,
,,Education,,leaders conference,,,,,,
,,Education,,Understanding art history in a lecture serial,,,,,,
,,Education,,Self-improvement Word purchase,,,,,,
,,Education,,Public verbalise seminar,,,,,,
,,Education,,carry_off finances,,,,,,
,,Education,,complemental a course on blockchain development,,,,,,
,,Education,,Attending A series of history lectures,,,,,,
,,Education,,Responding to exigency in a CPR class,,,,,,
,,Education,,Completing a course along sustainable architecture,,,,,,
,,Education,,Time direction course,,,,,,
,,Education,,joining a study group for organic chemistry,,,,,,
,,Education,,Participating in an online digital marketing class,,,,,,
,,Education,,Completing a certification IN database administration,,,,,,
,,Education,,Joining a language commute group for practice,,,,,,
,,Education,,Tuition for language family,,,,,,
,,Education,,take_care a philosophy and ethics seminar,,,,,,
,,Education,,Attending A series of lectures on public policy,,,,,,
,,Education,,Learning to knit with a topical_anesthetic club,,,,,,
,,Education,,Exam bung for certification,,,,,,
,,Education,,Joining a study group for concretion,,,,,,
,,Education,,Participating in a first_gear aid training program,,,,,,
,,Education,,study for the GRE with a study group,,,,,,
,,Education,,Inspirational seminar by Brené dark-brown,,,,,,
,,Education,,Completing a degree In chemical engineering,,,,,,
,,Education,,Promoting wellness in angstrom_unit public health program,,,,,,
,,Education,,write music,,,,,,
,,Education,,tuition for online learning,,,,,,
,,Education,,Learning woodwork through vocational training,,,,,,
,,Education,,Joining a research study grouping,,,,,,
,,Education,,Studying for amp pilot's license,,,,,,
,,Education,,Salsa trip_the_light_fantastic_toe at a local studio,,,,,,
,,Education,,Teaching yoga in a training political_program,,,,,,
,,Education,,professional training,,,,,,
,,Education,,Taking a course on international coitus,,,,,,
,,Education,,Creative workshop adjustment,,,,,,
,,Education,,vocation advancement webinar by LinkedIn,,,,,,
,,Education,,inspirational seminar,,,,,,
,,Education,,Attending a series of seminar on public administration,,,,,,
,,Education,,join a robotics team for competitions,,,,,,
,,Education,,Joining a language immersion political_platform,,,,,,
,,Education,,Completing A degree in software engineering,,,,,,
,,Education,,Self-development workshop enrollment,,,,,,
,,Education,,Training IN first aid,,,,,,
,,Education,,Researching with A study group,,,,,,
,,Education,,Stargazing in an uranology club,,,,,,
,,Education,,Online degree plan tuition,,,,,,
,,Education,,Online coding flow subscription,,,,,,
,,Education,,Enrolling inward a public health and wellness program,,,,,,
,,Education,,tutelage for Coursera specialization,,,,,,
,,Education,,Studying for a degree in mechanical organize,,,,,,
,,Education,,enrolment in language course,,,,,,
,,Education,,Participating in A social media marketing strategy course,,,,,,
,,Education,,public speaking course by Toastmasters,,,,,,
,,Education,,Attending a series of public_lecture on public policy,,,,,,
,,Education,,Studying geology in group_A field trip,,,,,,
,,Education,,Business conference enrollment,,,,,,
,,Education,,fee for advanced degree,,,,,,
,,Education,,inspirational seminar,,,,,,
,,Education,,Exploring science in A summer camp for teens,,,,,,
,,Education,,Resolving conflicts inch a mediation class,,,,,,
,,Education,,life_history coaching webinar,,,,,,
,,Education,,Exploring science in a summer camp for adolescent,,,,,,
,,Education,,contemplate for the LSAT,,,,,,
,,Education,,Completing a naturally on cloud computing technologies,,,,,,
,,Education,,Participating in type_A theater production class,,,,,,
,,Education,,Attending a series of art lecture,,,,,,
,,Education,,Inspirational workshop away Simon Sinek,,,,,,
,,Education,,Coding websites with hypertext_markup_language and CSS,,,,,,
,,Education,,Tuition for language flow,,,,,,
,,Education,,Studying for a medical license exam,,,,,,
,,Education,,Career advancement shop by LinkedIn,,,,,,
,,Education,,Completing a authentication in financial analysis,,,,,,
,,Education,,Studying for a degree indium education,,,,,,
,,Education,,learn to bake pastries with a professional chef,,,,,,
,,Education,,fee for online learning course,,,,,,
,,Education,,Completing deoxyadenosine_monophosphate degree in digital media,,,,,,
,,Education,,Registration fee for PMP credentials,,,,,,
,,Education,,Fee for academic course enrolment,,,,,,
,,Education,,Attending a seminar along behavioral economics,,,,,,
,,Education,,Career guidance session,,,,,,
,,Education,,Studying for a medical stage,,,,,,
,,Education,,Arrear and reval bung,,,,,,
,,Education,,inscribe in a contemporary dance class,,,,,,
,,Education,,Career advancement course on LinkedIn check,,,,,,
,,Education,,Inspirational podcast subscription,,,,,,
,,Education,,Participating in a first aid training plan,,,,,,
,,Education,,Crafting in a originative arts workshop,,,,,,
,,Education,,Inspirational podcast subscription,,,,,,
,,Education,,get_wind to cook through online classes,,,,,,
,,Education,,Administering policies in a world workshop,,,,,,
